ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Subfamily,Genus,GenusIcon,ISO_codes,Samples_100,Samples_200,Country_ID,Source,Parent_ID
blu,Bena-Lulua,Africa,-6,21,luba1249,lua,Niger-Congo,Benue-Congo,Bantu,,lua,false,false,CD,DeClercq-1897,genus-bantu
blx,Biloxi,North America,30.5,-88.6666666667,bilo1248,bll,Siouan,,Ohio Valley Siouan,,bll,false,false,US,Dorsey-and-Swanton-1912 Einaudi-1976,genus-ohiovalleysiouan
bly,Palyku,Australia,-22,120,nija1241,nad,Pama-Nyungan,,Western Pama-Nyungan,,nad,false,false,AU,,genus-westernpamanyungan
blz,Balanta,Africa,12.25,-15.3333333333,bala1300,,Niger-Congo,North-Central Atlantic,Balanta,,bjt ble,false,false,GW SN,Fudemann-1999 Wilson-1961b,genus-balanta
bma,Berber (Middle Atlas),Africa,33,-5,cent2194,tzm,Afro-Asiatic,,Berber,,tzm,true,true,MA,Abdel-Massih-1971 Johnson-1966 Malherbe-and-Rosenberg-1996 Moravcsik-1978 Penchoen-1973a Penchoen-1973b Quitout-1997 Willms-1972,genus-berber
bmb,Bimoba,Africa,10.5,0,bimo1239,bim,Niger-Congo,Gur,Oti-Volta,,bim,false,false,GH,Jacobs-1970,genus-otivolta
bmn,Bamun,Africa,5.5,10.9166666667,bamu1253,bax,Niger-Congo,Benue-Congo,Wide Grassfields,,bax,false,false,CM,,genus-widegrassfields
bmr,Burum,Papunesia,-6.5,147.333333333,buru1306,bmu,Trans-New Guinea,Finisterre-Huon,Huon,,bmu,false,false,PG,Gasaway-1997,genus-huon
bmz,Berber (Mzab),Africa,32.5,3.5,tumz1238,mzb,Afro-Asiatic,,Berber,,mzb,false,false,DZ,Lounis-1897,genus-berber
bna,Banawá,South America,-7,-65,bana1307,jaa,Arauan,,Arauan,,jaa,false,false,BR,Buller-and-Buller-1986,genus-arauan
bnb,Bunuba,Australia,-17.75,125.75,buna1275,bck,Bunuban,,Bunuban,,bck,false,false,AU,Rumsey-2000,genus-bunuban
bnd,Bandi,Africa,8.08333333333,-10.25,band1352,bza,Mande,,Western Mande,,bza,false,false,LR,,genus-westernmande
bng,Qaqet,Papunesia,-4.58333333333,152,qaqe1238,byx,Baining,,Baining,,byx,false,false,PG,Bybee-et-al-1994 Parker-and-Parker-1974,genus-baining
bni,Bini,Africa,6.41666666667,5.83333333333,bini1246,bin,Niger-Congo,Benue-Congo,Edoid,,bin,false,false,NG,Dunn-1968,genus-edoid
bnj,Bandjalang,Australia,-28.75,153,band1339,bdy,Pama-Nyungan,,Southeastern Pama-Nyungan,,bdy,false,false,AU,Crowley-1978 Dahl-1985 Fabricius-1998 Lynch-1998 Sharpe-1999,genus-southeasternpamanyungan
bnk,Bankon,Africa,4.41666666667,9.58333333333,bank1256,abb,Niger-Congo,Benue-Congo,Bantu,,abb,false,false,CM,Spellenberg-1969,genus-bantu
bnl,Banggarla,Australia,-32,137,bang1339,bjb,Pama-Nyungan,,Central Pama-Nyungan,,bjb,false,false,AU,Schurmann-1844,genus-centralpamanyungan
bnm,Binumarien,Papunesia,-6.28333333333,146.083333333,binu1245,bjr,Trans-New Guinea,Kainantu-Goroka,Tairora,,bjr,false,false,PG,Oatridge-et-al-1973,genus-tairora
bnn,Banoni,Papunesia,-6.41666666667,155.25,bann1247,bcm,Austronesian,Eastern Malayo-Polynesian,Oceanic,,bcm,false,false,PG,Lincoln-1976 Lynch-and-Ross-2002,genus-oceanic
bno,Waimaha,South America,0.333333333333,-70.25,waim1255,bao,Tucanoan,,Tucanoan,,bao,false,false,CO,Huber-and-Reed-1992 Stolte-and-Stolte-1971,genus-tucanoan
bnq,Beng,Africa,7.83333333333,-4.25,beng1286,nhb,Mande,,Eastern Mande,,nhb,false,false,CI,Gottlieb-and-Murphy-1995,genus-easternmande
bnr,Bilinarra,Australia,-16,131.666666667,bili1250,nbj,Pama-Nyungan,,Western Pama-Nyungan,,nbj,false,false,AU,Nordlinger-1990,genus-westernpamanyungan
bnt,Bantik,Papunesia,1.41666666667,124.75,bant1286,bnq,Austronesian,,Sangiric,,bnq,false,false,ID,Sneddon-1984,genus-sangiric
bnu,Bularnu,Australia,-21,138,bula1255,,Pama-Nyungan,,Western Pama-Nyungan,,,false,false,AU,Breen-1980,genus-westernpamanyungan
bnv,Baniva,South America,5.26,-67.56,bani1254,bvv,Arawakan,,Alto-Orinoco,,bvv,false,false,,Aikhenvald-1998 Tavera-Acosta-1907,genus-altoorinoco
bnw,Baniwa,South America,2.66666666667,-66.8333333333,bani1255,bwi,Arawakan,,Japura-Colombia,,bwi,false,false,BR VR,Aikhenvald-1998 Aikhenvald-2007b Tavera-Acosta-1907,genus-japuracolombia
boa,Boazi (Kuni),Papunesia,-7,141.333333333,kuni1265,kvg,Trans-New Guinea,Anim,Boazi,,kvg,false,false,PG,Boelaars-1950 Drabbe-1954,genus-boazi
bob,Bobangi,Africa,-1.33333333333,17.3333333333,bang1354,bni,Niger-Congo,Benue-Congo,Bantu,,bni,false,false,CD,Bokamba-1975 Whitehead-1899,genus-bantu
bod,Bodo,Eurasia,26.8333333333,92,bodo1269,brx,Sino-Tibetan,Tibeto-Burman,Brahmaputran,,brx,false,false,IN,Bhat-1968 Bhattacharya-1977 Subbarao-and-Murthy-2000 Subbarao-et-al-2000,genus-brahmaputran
boi,Boiken,Papunesia,-3.5,143.5,boik1241,bzf,Sepik,,Ndu,,bzf,false,false,PG,Laycock-1965a,genus-ndu
boj,Bori,Eurasia,28.3333333333,94.75,bori1243,adi,Sino-Tibetan,Tibeto-Burman,Tani,,adi,false,false,IN,Megu-1988,genus-tani
bok,Boko,Africa,10.5,3.5,boko1266,bqc,Mande,,Eastern Mande,,bqc,false,false,NG BJ,Jones-1998b,genus-easternmande
bol,Bolia,Africa,-1.25,18.3333333333,boli1255,bli,Niger-Congo,Benue-Congo,Bantu,,bli,false,false,CD,Mamet-1960,genus-bantu
bon,Bongu,Papunesia,-5.5,145.916666667,bong1291,bpu,Trans-New Guinea,Madang,Rai Coast,,bpu,false,false,PG,Bybee-et-al-1994 Hanke-1909,genus-raicoast
boq,Bokar,Eurasia,28.5,94.6666666667,boka1249,,Sino-Tibetan,Tibeto-Burman,Tani,,,false,false,IN,Megu-1990,genus-tani
bor,Bora,South America,-2.16666666667,-72.3333333333,bora1263,boa,Boran,,Boran,,boa,false,false,CO PE,Aschmann-1993 Derbyshire-and-Payne-1990 Thiesen-1996 Wise-1978,genus-boran
bos,Bosnian,Eurasia,43,18,bosn1245,bos,Indo-European,,Slavic,,bos,false,false,BA,,genus-slavic
bou,Berber (Wargla),Africa,31.9166666667,5.33333333333,taga1278,oua,Afro-Asiatic,,Berber,,oua,false,false,DZ,Quitout-1997,genus-berber
boz,Bozo (Tigemaxo),Africa,15,-4,tiey1235,boz,Mande,,Western Mande,,boz,false,false,ML,Blecke-1996,genus-westernmande
bpa,Bura-Pabir,Africa,10.5,12.25,bura1292,bwr,Afro-Asiatic,Chadic,Biu-Mandara,,bwr,false,false,NG,Gil-1982,genus-biumandara
bpb,Bahnar,Eurasia,13.8333333333,108.333333333,bahn1262,bdq,Austro-Asiatic,Mon-Khmer,Bahnaric,,bdq,false,false,VN,Banker-et-al-1979,genus-bahnaric
bqb,Basque (Bidasoa Valley),Eurasia,43,-3.83333333333,basq1248,eus,Basque,,Basque,,eus,false,false,ES,Hualde-1999,genus-basque
bqg,Basque (Gernica),Eurasia,43.3333333333,-3,basq1248,eus,Basque,,Basque,,eus,false,false,ES,Hualde-1999,genus-basque
bqh,Basque (Hondarribia),Eurasia,42.5,-3,basq1248,eus,Basque,,Basque,,eus,false,false,ES,Hualde-1999,genus-basque
bqi,Basque (Basaburua and Imoz),Eurasia,43,-1.66666666667,basq1248,eus,Basque,,Basque,,eus,false,false,ES,Hualde-1999 Ibarra-1994,genus-basque
bql,Basque (Lekeitio),Eurasia,43,-2.5,basq1248,eus,Basque,,Basque,,eus,false,false,ES,Hualde-1999,genus-basque
bqn,Basque (Northern High Navarrese),Eurasia,43.3333333333,-2.5,basq1248,eus,Basque,,Basque,,eus,false,false,ES,Hualde-1999 Ibarra-1994,genus-basque
bqo,Basque (Oñati),Eurasia,42.5,-3.5,basq1248,eus,Basque,,Basque,,eus,false,false,ES,Hualde-1999,genus-basque
bqr,Basque (Roncalese),Eurasia,43,-2,basq1248,eus,Basque,,Basque,,eus,false,false,ES,Hualde-1999,genus-basque
bqs,Basque (Sakana),Eurasia,42.5,-2,basq1248,eus,Basque,,Basque,,eus,false,false,ES,Hualde-1991 Hualde-1999,genus-basque
bqz,Basque (Zeberio),Eurasia,42,-3,basq1248,eus,Basque,,Basque,,eus,false,false,ES,Hualde-1999,genus-basque
bra,Brao,Eurasia,14.1666666667,107.5,lave1249,brb,Austro-Asiatic,Mon-Khmer,Bahnaric,,brb,false,false,VN,Keller-1976,genus-bahnaric
brb,Bariba,Africa,10,2.5,baat1238,bba,Niger-Congo,Gur,Baatonum,,bba,false,false,NG BJ,Welmers-1952a,genus-baatonum
brc,Boruca,North America,8.83333333333,-83.25,boru1252,brn,Chibchan,,Western Isthmic Chibchan,,brn,false,false,CR,Arroyo-1972,genus-westernisthmicchibchan
brd,Bardi,Australia,-16.5833333333,122.916666667,bard1255,bcj,Nyulnyulan,,Nyulnyulan,,bcj,false,false,AU,Metcalfe-1971,genus-nyulnyulan
bre,Breton,Eurasia,48,-3,bret1244,bre,Indo-European,,Celtic,,bre,false,false,FR,Bothorel-1982 Delaporte-1986 Malherbe-and-Rosenberg-1996 Press-1986 Schapansky-2000 Stephens-1993 Ternes-1970 Ternes-1992 Timm-1991 Wmffre-1998,genus-celtic
brf,Berber (Rif),Africa,34.5,-4,tari1263,rif,Afro-Asiatic,,Berber,,rif,false,false,MA DZ,Kossmann-2000,genus-berber
brh,Brahui,Eurasia,28.5,67,brah1256,brh,Dravidian,,Dravidian,,brh,false,true,PK,Andronov-1971 Andronov-1980 Andronov-2001 Bray-1909 Bray-1986 De-Armond-1975 Elfenbein-1997c Elfenbein-1998 Emeneau-1937 Emeneau-1962 Rai-1985 Steever-1998a,genus-dravidian
bri,Bribri,North America,9.41666666667,-83,brib1243,bzd,Chibchan,,Western Isthmic Chibchan,,bzd,false,true,CR,Arroyo-1972 Constenla-Umana-and-Margery-Pena-1979 Constenla-Umana-et-al-1979 Constenla-Umana-et-al-1998 Lehmann-1920 Margery-Pena-1982 Margery-Pena-1996 Pittier-de-Fabrega-1898 Schlablach-and-Levinsohn-1983 Wilson-et-al-1982 Yasugi-1995,genus-westernisthmicchibchan
brj,Burji,Africa,5.5,37.8333333333,burj1242,bji,Afro-Asiatic,Cushitic,Highland East Cushitic,,bji,false,false,ET,Hudson-1976c Sasse-1982,genus-highlandeastcushitic
brk,Berik,Papunesia,-2.25,138.833333333,beri1254,bkl,Tor-Kwerba,,Tor-Orya,,bkl,false,false,ID,Thimbwat-et-al-1979,genus-tororya
brl,Baragaunle,Eurasia,28.8333333333,83.8333333333,lowa1242,loy,Sino-Tibetan,Tibeto-Burman,Bodic,,loy,false,false,NP,Kretschmar-1995 Noonan-2003c,genus-bodic
brm,Burmese,Eurasia,21,96,nucl1310,mya,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,,mya,true,true,MM,Bernot-1980 Bradley-1995 Bybee-et-al-1994 Cornyn-1944 Cornyn-and-Roop-1968 Cornyn-and-Roop-1987 Esche-et-al-1988 Lehman-2001 Malherbe-and-Rosenberg-1996 Maun-Maun-Ngun-et-al-1963 Mazo-1978 Njun-et-al-1963 Okell-1969 Okell-1994 Richter-1983 Soe-1999 Stewart-1955 Watkins-2001 Wheatley-1982,genus-burmeselolo
brn,Burunge,Africa,-5.33333333333,36,buru1320,bds,Afro-Asiatic,Cushitic,Southern Cushitic,,bds,false,false,TZ,Kiessling-1994,genus-southerncushitic
bro,Broken,Australia,-10.1666666667,143,torr1261,tcs,other,,Creoles and Pidgins,,tcs,false,false,AU,Shnukal-1988,genus-creolesandpidgins
brp,Barupu,Papunesia,-3.08333333333,142.083333333,wara1302,bpe,Skou,,Warapu,,bpe,false,false,PG,Corris-2005,genus-warapu
brq,Bera,Africa,1.5,30.03,bera1259,brf,Niger-Congo,Benue-Congo,Bantu,,brf,false,false,,Meinhof-1938-39,genus-bantu
brr,Bororo,South America,-16,-57,boro1282,bor,Bororoan,,Bororoan,,bor,false,false,BR,Crowell-1979 Huestis-1963 Rodrigues-1999b,genus-bororoan
brs,Barasano,South America,-0.166666666667,-70.6666666667,bara1380,bsn,Tucanoan,,Tucanoan,,bsn,true,true,CO,Barasana-1974 Garcia-and-Sanchez-1975 Huber-and-Reed-1992 Jones-and-Jones-1991 Smith-1973 Smith-and-Smith-1971,genus-tucanoan
bru,Bru (Eastern),Eurasia,17.3333333333,106,east2332,bru,Austro-Asiatic,Mon-Khmer,Katuic,,bru,false,false,LA,Miller-and-Nuan-1974,genus-katuic
brw,Bru (Western),Eurasia,16.75,104.75,west2397,brv,Austro-Asiatic,Mon-Khmer,Katuic,,brv,false,false,LA,Thongkum-1979,genus-katuic
bry,Baruya,Papunesia,-6.91666666667,145.916666667,baru1267,byr,Trans-New Guinea,,Nuclear Angan,,byr,false,false,PG,Lloyd-1969 Lloyd-1989 Lloyd-1992,genus-nuclearangan
brz,Birri,Africa,5.5,25.1666666667,birr1240,bvq,Central Sudanic,,Birri,,bvq,false,false,CF,Santandrea-1966,genus-birri
bse,Berber (Ayt Seghrouchen Middle Atlas),Africa,33.3333333333,-4.66666666667,tari1263,rif,Afro-Asiatic,,Berber,,rif,false,false,MA,Bentolila-1981,genus-berber
bsh,Bushoong,Africa,-4.5,21.5,bush1247,buf,Niger-Congo,Benue-Congo,Bantu,,buf,false,false,CD,Edmiston-1932,genus-bantu
bsi,Berber (Siwa),Africa,29.1666666667,25.5,siwi1239,siz,Afro-Asiatic,,Berber,,siz,false,false,EG,Basset-1890 Laoust-1931 Vycichl-1991,genus-berber
bsk,Bashkir,Eurasia,53,58,bash1264,bak,Altaic,,Turkic,,bak,false,false,RU,Berta-1998 Dmitriev-1948 Grammatika-1981 Juldashev-1966 Juldashev-1997 Poppe-1964 Psjanchin-2000a Psjanchin-2000b,genus-turkic
bsl,British Sign Language,Eurasia,52,-1,brit1235,bfi,other,,Sign Languages,,bfi,false,false,GB,Deuchar-1987 Sutton-Spence-and-Woll-1999,genus-signlanguages
bsm,Bislama,Papunesia,-16,168,bisl1239,bis,other,,Creoles and Pidgins,,bis,false,false,VU,Guy-1974b Tryon-1987,genus-creolesandpidgins
bso,Basque (Souletin),Eurasia,43.5,-1.5,basq1250,eus,Basque,,Basque,,eus,false,false,FR,Hualde-1993 Hualde-1999 Hualde-nd,genus-basque
bsq,Basque,Eurasia,43,-3,basq1248,eus,Basque,,Basque,,eus,true,true,FR ES,Allieres-1979 Arotcarena-1976 Aulestia-and-White-1992 Azkue-1906 Bybee-et-al-1994 Eguzkitza-1987 Everaert-2000 Hualde-and-Ortiz-de-Urbina-2003 Ithurry-1895 King-1993b Kuhnel-1999 Lafitte-1944 Lafitte-1962 Malherbe-and-Rosenberg-1996 Mejias-Bikandi-1999 Ndiaye-1970 Nichols-1992 Rebuschi-1984 Saltarelli-et-al-1988 Trask-1995 Trask-1997 Trask-2001 Urbina-1989 Van-Eys-1883 Zuniga-and-Fernandez-2019,genus-basque
bsr,Basari,Africa,12.6666666667,-13,bass1258,bsc,Niger-Congo,North-Central Atlantic,Tenda,,bsc,false,false,SN GN,Ferry-1968 Ferry-1981,genus-tenda
bth,Bathari,Eurasia,18,56,bath1244,bhm,Afro-Asiatic,,Semitic,,bhm,false,false,OM,Lonnet-and-Simeone-Senelle-1997,genus-semitic
bti,Betoi,South America,7.16666666667,-71.25,beto1236,,Betoi,,Betoi,,,false,false,CO VR,Zamponi-2003b,genus-betoi
btk,Bontok,Papunesia,17.0833333333,120.916666667,cent2292,lbk,Austronesian,,Northern Luzon,,lbk,false,false,PH,Llamzon-1978 Reid-1976 Seidenadel-1909 Waterman-1932,genus-northernluzon
bto,Batak (Toba),Papunesia,2.5,99,bata1289,bbc,Austronesian,,Northwest Sumatra-Barrier Islands,,bbc,false,false,ID,Adelaar-1995b Cumming-1984 Meerwaldt-1904 Nababan-1981 Percival-1981 van-der-Tuuk-1864 van-der-Tuuk-1971,genus-northwestsumatrabarrierislands
bua,Burarra,Australia,-12.25,134.583333333,bura1267,bvr,Mangrida,,Burarran,,bvr,false,false,AU,Fabricius-1998 Glasgow-1981 Glasgow-1984 Glasgow-1994 Glasgow-and-Garner-1980 Glasgow-and-Glasgow-1967,genus-burarran
bub,Bubi,Africa,3.5,8.66666666667,bube1242,bvb,Niger-Congo,Benue-Congo,Bantu,,bvb,false,false,GQ,Abad-1928,genus-bantu
bud,Buduma,Africa,13.5,14.5,budu1265,bdm,Afro-Asiatic,Chadic,Biu-Mandara,,bdm,false,false,NG TD CM,Awagana-2001 Lukas-and-Nachtigal-1939,genus-biumandara
bug,Bugis,Papunesia,-4,120,bugi1244,bug,Austronesian,,South Sulawesi,,bug,false,false,ID,Abas-and-Grimes-1995 Matthes-1875 Samsuri-1965 Sirk-1975 Sirk-1979 Sirk-1983,genus-southsulawesi
bui,Buli (in Indonesia),Papunesia,1,128.5,buli1255,bzq,Austronesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,,bzq,false,false,ID,Bybee-et-al-1994 Maan-1951,genus-southhalmaherawestnewguinea
buj,Bujeba,Africa,3,10.1666666667,kwas1243,nmg,Niger-Congo,Benue-Congo,Bantu,,nmg,false,false,GQ CM,Gonzalez-Echegaray-1960,genus-bantu
buk,Bukusu,Africa,0.75,34.6666666667,buku1249,bxk,Niger-Congo,Benue-Congo,Bantu,,bxk,false,false,KE,Austen-1974,genus-bantu
bul,Bulgarian,Eurasia,42.5,25,bulg1262,bul,Indo-European,,Slavic,,bul,false,false,BG,Aronson-1968 Beaulieux-1950 Beaulieux-and-Mladenov-1933 Bidwell-1968 Dahl-1985 Dyer-1992 Feuillet-1995 Friedman-1986 Haspelmath-1997 Hubenova-et-al-1968 Klagstad-1958 Malherbe-and-Rosenberg-1996 Penchev-2007 Scatton-1984 Scatton-1993 Stojanov-1964 Ternes-and-Vladimirova-Buhtz-1999,genus-slavic
bum,Buma,Papunesia,-11.6333333333,166.833333333,tean1237,tkw,Austronesian,Eastern Malayo-Polynesian,Oceanic,,tkw,false,false,SB,Tryon-2002,genus-oceanic
bun,Buin,Papunesia,-6.75,155.75,tere1278,buo,South Bougainville,,South Bougainville,,buo,false,false,PG,Grisward-and-Kieta-1910,genus-southbougainville
bur,Burushaski,Eurasia,36.5,74.5,buru1296,bsk,Burushaski,,Burushaski,,bsk,true,true,PK,Anderson-1997b Berger-1974 Berger-1998 Klimov-1970 Klimov-and-Edelman-1970 Lorimer-1935 Malherbe-and-Rosenberg-1996 Morgenstierne-1945 Morin-and-Tiffou-1988 Tiffou-and-Pesot-1989,genus-burushaski
bus,Busa,Africa,9.66666666667,4,busa1253,bqp,Mande,,Eastern Mande,,bqp,false,false,NG,Jones-1998b Wedekind-1972,genus-easternmande
but,Buriat,Eurasia,52,108,mong1330,bxm,Altaic,,Mongolic,,bxm,false,false,CN RU MN,Anonymous-1954 Bybee-et-al-1994 Cydenbambaev-and-Imechenov-1962 Darbeeva-1997 Kuzmenkov-et-al-2007 Poppe-1960 Sanzheev-et-al-1962 Skribnik-1988 Skribnik-2003,genus-mongolic
buu,Buru,Papunesia,-3.5,126.5,buru1303,mhs,Austronesian,,Central Malayo-Polynesian,,mhs,false,false,ID,Grimes-1991 Grimes-1995 Hendriks-1897,genus-centralmalayopolynesian
buw,Bulu,Africa,3,11,bulu1251,bum,Niger-Congo,Benue-Congo,Bantu,,bum,false,false,CM,Alexandre-1966 Bates-1904,genus-bantu
buy,Buli (in Ghana),Africa,10.5,-1.25,buli1254,bwu,Niger-Congo,Gur,Oti-Volta,,bwu,false,false,GH,Kroger-1992,genus-otivolta
bvi,Bali-Vitu,Papunesia,-4.9,149.116666667,bali1280,,Austronesian,Eastern Malayo-Polynesian,Oceanic,,bbn wiv,false,false,PG,Ross-2002c,genus-oceanic
bwa,Bandjalang (Waalubal),Australia,-29.0833333333,152.583333333,band1339,bdy,Pama-Nyungan,,Southeastern Pama-Nyungan,,bdy,false,false,AU,Crowley-1978,genus-southeasternpamanyungan
bwc,Bajau (West Coast),Papunesia,6.33333333333,116.333333333,west2560,bdr,Austronesian,,Sama-Bajaw,,bdr,false,false,MY,Miller-2007,genus-samabajaw
bxj,Bayungu,Australia,-23,114,bayu1240,bxj,Pama-Nyungan,,Western Pama-Nyungan,,bxj,false,false,AU,,genus-westernpamanyungan
bya,Byansi,Eurasia,30.1666666667,80.5,byan1241,bee,Sino-Tibetan,Tibeto-Burman,Bodic,,bee,false,false,IN,Trivedi-1991,genus-bodic
bys,Bayso,Africa,6.25,37.75,bais1246,bsw,Afro-Asiatic,Cushitic,Lowland East Cushitic,,bsw,false,false,ET,Corbett-and-Hayward-1987,genus-lowlandeastcushitic
byu,Bandjalang (Yugumbir),Australia,-27.9166666667,153,band1339,bdy,Pama-Nyungan,,Southeastern Pama-Nyungan,,bdy,false,false,AU,Cunningham-1969 Sharpe-1998,genus-southeasternpamanyungan
bzi,Bauzi,Papunesia,-2.5,137.5,bauz1241,bvz,Geelvink Bay,,Geelvink Bay,,bvz,false,false,ID,Briley-1997 Kuleti-1980,genus-geelvinkbay
cab,Cabécar,North America,9.75,-83.4166666667,cabe1245,cjp,Chibchan,,Western Isthmic Chibchan,,cjp,false,false,CR,Margery-Pena-1989,genus-westernisthmicchibchan
cac,Cacua,South America,1.08333333333,-70,cacu1241,cbv,Cacua-Nukak,,Cacua-Nukak,,cbv,false,false,CO,Anderton-1989 Cathcart-1979 Huber-and-Reed-1992,genus-cacuanukak
cad,Caddo,North America,33.3333333333,-93.5,cadd1256,cad,Caddoan,,Caddo,,cad,false,false,US,Chafe-1976 Chafe-1979,genus-caddo
cah,Cahuilla,North America,33.5,-116.25,cahu1264,chl,Uto-Aztecan,,Northern Uto-Aztecan,,chl,false,true,US,Bright-1965b Fuchs-1970 Langacker-1976 Sauvel-and-Munro-1981 Seiler-1957 Seiler-1965 Seiler-1967 Seiler-1972 Seiler-1977 Seiler-1997 Seiler-and-Hioki-1979,genus-northernutoaztecan
cai,Chai,Africa,5.33333333333,35.3333333333,suri1267,suq,Eastern Sudanic,Surmic,South Surmic,,suq,false,false,ET SS,Last-and-Lucassen-1998,genus-southsurmic
cak,Cakchiquel,North America,14.5,-91,kaqc1270,cak,Mayan,,Mayan,,cak,false,false,GT,Brinton-1884 Garcia-Matzar-and-Rodriguez-Guajan-1997 Garcia-Matzar-et-al-1992 Macario-et-al-1998 Townsend-1961,genus-mayan
cam,Camsá,South America,1.16666666667,-77,cams1241,kbh,Camsá,,Camsá,,kbh,false,false,CO,Adelaar-2004 Fabre-2002 Howard-1967 Howard-1972 Huber-and-Reed-1992 Mongui-Sanchez-1981,genus-camsa
can,Candoshi,South America,-4.16666666667,-77,cand1248,cbu,Candoshi,,Candoshi,,cbu,false,false,PE,Anderson-and-Wise-1963 Cox-1957,genus-candoshi
cap,Capanahua,South America,-7,-74,capa1241,kaq,Pano-Tacanan,,Panoan,,kaq,false,false,PE,Derbyshire-and-Payne-1990 Loos-1969 Safir-1979 Wise-1978,genus-panoan
car,Carib,South America,5.5,-56,gali1262,car,Cariban,,Cariban,,car,false,true,SR,Derbyshire-1999 Gildea-1992 Gildea-1994 Hoff-1968 Hoff-1978 Hoff-1986 Martius-1863 Mosonyi-et-al-2000b Peasgood-1972,genus-cariban
cas,Cashibo,South America,-8.5,-75.5,cash1251,cbr,Pano-Tacanan,,Panoan,,cbr,false,false,PE,Abreu-1914 Shell-1950 Wise-1978,genus-panoan
cat,Catio,South America,7.16666666667,-76.3333333333,embe1260,cto,Choco,,Choco,,cto,false,false,CO,Huber-and-Reed-1992,genus-choco
cav,Cavineña,South America,-13.3333333333,-66.5,cavi1250,cav,Pano-Tacanan,,Tacanan,,cav,false,false,BO,Aikhenvald-and-Dixon-1999 Camp-1985 Guillaume-2004 Key-1963b Key-1968,genus-tacanan
cax,Campa (Axininca),South America,-12,-74,asha1243,,Arawakan,,Pre-Andine Arawakan,,cni cpc,false,false,PE,Dirks-1953 Kindberg-1980 Payne-1981 Read-and-Payne-1986 Wise-1986,genus-preandinearawakan
cay,Cayapa,South America,0.666666666667,-79,chac1249,cbi,Barbacoan,,Barbacoan,,cbi,false,false,EC,Abrahamson-1962 Lindskoog-and-Brend-1962 Lindskoog-and-Lindskoog-1964 Vittadello-1988,genus-barbacoan
cba,Chumash (Barbareño),North America,34.5,-120.25,barb1263,boi,Chumash,,Chumash,,boi,false,false,US,Beeler-1976 Beeler-nd Kroeber-1904 Wash-2001,genus-chumash
cbo,Chácobo,South America,-12.1666666667,-66.75,chac1251,cao,Pano-Tacanan,,Panoan,,cao,false,false,BO,Bybee-et-al-1994 Prost-1962 Prost-1967,genus-panoan
cch,Chocho,North America,17.6666666667,-97.4166666667,choc1279,coz,Oto-Manguean,,Popolocan,,coz,false,false,MX,Ruiz-de-Bravo-Ahuja-1977 Veerman-Leichsenring-2000,genus-popolocan
cck,Chickasaw,North America,34,-88,chic1270,cic,Muskogean,,Muskogean,,cic,false,false,US,Gordon-et-al-2000 Munro-and-Willmond-1994 Munro-et-al-2002 Shopen-1985,genus-muskogean
ccm,Chinantec (Comaltepec),North America,17.5833333333,-96.4166666667,coma1246,cco,Oto-Manguean,,Chinantecan,,cco,false,false,MX,Anderson-1989 Anderson-et-al-1990,genus-chinantecan
cco,Chasta Costa,North America,42.6666666667,-124,tutu1242,tuu,Na-Dene,,Athapaskan,,tuu,false,false,US,Sapir-1914,genus-athapaskan
ccp,Cocopa,North America,32.3333333333,-115,coco1261,coc,Hokan,,Yuman,,coc,false,false,MX US,Crawford-1966 Crawford-1989 Stolz-1996,genus-yuman
cct,Choctaw,North America,32.25,-88.5,choc1276,cho,Muskogean,,Muskogean,,cho,false,false,US,Broadwell-1986 Broadwell-1987 Byington-1915 Davies-1981c Davies-1984 Davies-1986 Munro-and-Ulrich-1984 Nichols-1992 Nicklas-1974 Nicklas-1975 Nicklas-1979 Ulrich-1986 Yegerlehner-and-Voegelin-1957,genus-muskogean
cde,Carib (De'kwana),South America,5.5,-65,maqu1238,mch,Cariban,,Cariban,,mch,false,false,VR,Hall-1988,genus-cariban
cea,Cree (Swampy),North America,56,-90,swam1239,csw,Algic,,Algonquian,,csw,false,false,CA,Ellis-1975 Ellis-1983 Hive-1948 LeClaire-and-Cardinal-1998,genus-algonquian
ceb,Cebuano,Papunesia,10,124,cebu1242,ceb,Austronesian,,Greater Central Philippine,,ceb,false,false,PH,Cabonce-1983 Dahl-1985 Malherbe-and-Rosenberg-1996 Shryrock-1993 Wolff-1966 Wolff-1967,genus-greatercentralphilippine
cec,Chicomuceltec,North America,15.5,-92.25,chic1271,cob,Mayan,,Mayan,,cob,false,false,MX,Sapper-1912,genus-mayan
cem,Cèmuhî,Papunesia,-20.8333333333,165.166666667,cemu1238,cam,Austronesian,Eastern Malayo-Polynesian,Oceanic,,cam,false,false,NC,Lynch-2002c Rivierre-1980 Ross-1998,genus-oceanic
cga,Chaga,Africa,-3,37,moch1256,old,Niger-Congo,Benue-Congo,Bantu,,old,false,false,TZ,Raum-1909,genus-bantu
